t_index    term   df
0710315f   pension   3
9dbb5a42   pent   1
341962f3   pentag   1
9621c18e   pentagon   256
8f461d0b   peopl   1332
efebe124   pepper   3
67e882cc   perceiv   12
73adcff2   percent   222
6c3c2a65   percentag   16
94ca008d   percept   4
4046566f   perch   6
e8583ddd   percol   1
99654525   perdu   3
7a53277c   perelman   2
f81913cf   perez   30
e6d8224f   perfect   14
61492b6a   perfectli   3
6094c6ee   perform   33
c478e445   pergram   2
b97512c7   perhap   62
c1ede856   peril   5
19655941   perimet   2
668841f6   period   50
7551b255   peripher   1
0c8bb622   peris   3
eaea701c   perish   9
f5c32368   perjuri   8
b82439e9   perk   1
581037b1   perman   15
b0ef0ed1   permiss   4
ac5ee458   permit   21
4239c145   perpetr   10
4769865b   perpetu   1
642b6454   persecut   15
2e2b8345   persever   3
7a6660d2   persian   94
c06e5801   persist   11
f6ab35c9   person   149
e4522c1e   personifi   2
c921097e   personnel   68
d21fbcf2   perspect   10
f8aec7e9   persuad   29
8d2591bb   persuas   1
7bbf6f4a   pertain   1
c25fa699   peru   287
01460ca5   peruano   1
e4728bfd   perus   1
1a72734a   peruvian   122
3a14cddd   pervas   1
8fff3964   pervers   1
9cc520ba   pervez   4
e0468e7f   peshawar   1
ba3d0f58   pessag   3
3ea8cdfd   pessim   2
c7e25279   pessimist   1
8b2a471d   pet   3
143b6130   pete   50
521fc8ed   peter   35
a128d003   petersberg   1
d1e05a1e   petersburg   11
eccb7eba   petersen   2
b116c490   peterson   20
25a7834a   petier   1
1b302238   petit   22
75f02a1b   petn   1
9203e1a7   petrova   1
8c55da48   petti   6
520c0410   pew   2
57bbdf46   pezzor   2
69d77a99   pham   3
ccb21abd   pharmaceut   4
4087a2f1   pharmaci   2
c1285b08   phase   9
7acdf5b9   phenomenon   4
dee8ed07   pherchevia   1
3cb308bf   phieu   14
8c89f317   phil   2
6209639a   philadelphia   4
d01096f3   philanthrop   3
037d702d   philanthropi   7
f5e6c6af   philanthropist   1
552eab50   philharmon   2
3860a10c   philip   13
077a845c   philippin   4
cef9958b   phillip   2
9c32a092   philosophi   3
5c034539   phoenix   3
df9f690f   phone   83
cd499713   phonet   1
bb04653a   phoni   2
470f081a   photo   29
28262455   photograph   26
09eb680b   phrase   7
91865002   phylli   1
ef5ba3ac   physic   33
04d2939b   physician   5
53a8d622   pick   68
195e17a9   pickax   1
66a9b9c3   picker   1
d4e43fd9   picket   5
1b096ada   pickup   10
c113bf42   picnic   5
a8d9acc5   pictur   50
4dfa08e1   piec   52
4fcfcd79   piecem   1
8a3cd8a9   pier   8
048ccb1b   pierc   11
c34a1b53   pierr   3
f0434761   pietropaoli   1
d9b57993   pig   5
0515e7ce   piggyback   3
0b4b1094   pike   1
7135dfa3   pile   30
a4b5ae2e   pilfer   1
2520990a   pilgrim   2
3ba9fe66   pillar   16
dc49077d   pillori   3
a43ea51e   pillow   1
d5e2f537   pillowcas   1
faf7a44b   pilot   47
d645b0b1   pin   10
b8d1b883   pincu   4
7eab2d03   pine   11
740ba33f   pink   4
d44f9421   pinkish   1
919dbd23   pinochet   1
86db0166   pinpoint   2
1318dcf5   piolin   7
dc01ba57   pioneer   2
99cce27c   pipe   7
f6e3934e   pipelin   6
4179b56f   piper   1
3fc9cc78   pistol   8
70482bd2   pit   17
5d799aee   pitch   9
1c54cdb7   pitkowski   2
b4388ece   pittman   2
9ef40a5c   pittsburg   2
07c5357c   pittsburgh   5
bc025a5b   pivot   6
e51f458e   pizza   3
d4fd2cfc   placard   4
926d3d47   placat   2
d7ffff64   place   306
0e05ca6d   plagu   10
a9131c8d   plai   305
ebe90e65   plain   8
9e8f10fc   plainli   1
a8e07d3c   plaintiff   1
3b44b1f4   plaintiv   2
ac435b93   plan   378
42110c63   planc   1
f05c8a79   plane   222
fe763bd3   planeload   9
6ae399df   planner   2
379a5a31   plant   19
377ac590   plantat   4
2c1667cf   planter   1
37750161   plaster   2
0bd1bde6   plastic   34
be1a6143   plate   13
079eb23a   plateau   3
77ff1738   platform   22
79dcb10b   platt   2
cff46108   player   101
5a6e2918   playoff   1
2d326a90   playwright   2
9690fb3f   plaza   2
b8df30ee   plea   21
73ceaec7   plead   59
0645f895   pleas   30
5bb4f00f   pleaser   2
482fa11f   pleasur   8
6c14d8e3   plebiscit   2
d3b4f5f9   pled   2
df08d05d   pledg   87
f17d07c9   plenti   7
0ac5e4e1   plight   3
5def82e2   ploi   1
feb25e9f   plot   29
1b0c6849   plotnikov   6
c3c0848e   plotter   2
27941d92   plow   2
b2b5d741   plu   20
b1259942   pluck   3
1909e7e4   plug   2
cfdf6dcb   plum   5
4f798911   plume   3
b0642704   plummet   6
f21de06a   plung   15
0b5e97ba   plural   1
7b988b5f   plush   1
6fd89626   plust   1
d62edb74   ply   1
643d7b50   pmsea   2
4ce47ffa   pneumat   2
d121161a   po   2
41430526   pock   1
4da8d16b   pocket   23
ff8503ab   pocketbook   1
3d2f6a94   podesta   2
7aec7bd6   podgarica   1
e5a77c25   podgorica   5
44bf6b0a   podium   3
2a9a8db7   poet   1
ddc42478   poignanc   1
a84f722a   poignant   6
614ce85f   point   364
3fb7ac83   pointedli   1
98b2be69   pointless   2
d4a8a666   pois   6
2d644f74   poison   8
19a0c390   poke   2
5c447cbe   poker   1
eb347f37   poland   4
602253fe   polar   2
63de0ca7   pole   7
f5a7cb3c   polic   564
305ea1c0   policeman   15
997f8585   policemen   16
27750215   polici   149
83f39201   polish   3
802c9d6e   polit   494
7cf026d1   politburo   1
4e909c32   politi   1
fbb83151   politic   3
dbd67d54   politica   2
534fcbc1   politician   52
899535de   politika   11
6c2ec585   poll   163
356f2c1c   pollard   10
532a75b2   pollincen   1
623c7790   pollster   4
aa12e39b   pollut   7
b5088688   polo   1
a4afc12e   pomp   2
d3f09071   ponchevo   2
fb314946   poncho   4
ea88eb23   ponder   2
9a199b7b   pondicherri   2
7be5f0f2   pontiac   1
91fd4df4   ponytail   5
63072ae4   pooh   4
bf712ef7   pool   13
c50ab187   poor   28
3f31dfe6   poorer   2
67be4090   poorest   4
a0a3d4d9   poorli   6
0a81f924   pop   2
8b273178   pope   453
1cb6e496   popov   6
f4fd94cf   popul   63
03e22210   popular   127
16835ebc   popularli   1
e45668f0   populist   9
93f6a62a   porch   2
cbc91698   porou   1
879de954   porridg   1
437f1390   port   348
a4e95e54   portabl   2
36b96a4c   porter   3
5088654a   porterag   3
d5156c4e   portion   13
e5acc5c0   portland   7
3d5b9026   portman   1
e5e0932e   portrai   11
9ad80a75   portrait   5
953b8262   portray   1
e389ce94   portsid   1
01e6eeeb   portsmouth   5
aa9cc04c   portugues   5
5878da0a   pose   25
8bfe173b   posh   2
5dc7d978   posit   126
5cfea5b0   possess   20
7a14140f   possibl   306
9fbe0a42   post   115
5279bca5   postal   2
143eb8e1   postcard   1
00f7c3ff   postelect   1
81230790   poster   11
48be1131   posthum   7
5d9a1782   postmatch   2
0e85976d   postmortem   1
9772f615   postpon   17
92b85680   postur   4
e2897e06   postwar   1
d6f7fd37   pot   2
6d0c2128   potato   2
2ee8f272   potent   3
5a7e4524   potenti   59
99658dc2   pothol   2
400728aa   potrai   1
eadd858c   potter   2
06b1ad2f   pouch   2
8a51e7bd   poultri   2
40d99319   pounc   1
4589d407   pound   28
f58d16db   povel   1
14af72a2   poverti   22
0fd1be3a   pow   23
7221ceda   powel   12
085a51aa   power   636
a1dfb189   powerbrok   1
293151cc   powerfulli   2
27ad4689   powerhous   1
b263111d   powerless   2
ae082420   poynter   1
7e1995b2   pozarevac   7
4f725824   practic   40
f09f84c2   praddo   1
8177b6aa   pradeep   1
fc652835   pradesh   4
a2f62492   pragmat   5
2e17d9d6   pragna   1
7bd4dba3   pragu   1
f354809a   prai   26
3d65c3d6   prais   31
81b122d7   prakash   3
af80711e   pramod   1
f7358494   prankster   1
334af83a   prateek   2
0c0da0c5   pratt   2
84ae31e0   pravda   1
5cb1b478   prayer   23
25090972   pre   10
11e34391   preach   3
6376e4d8   precari   2
ba55f792   precaut   40
a5494e05   precautionari   6
dd9e2842   preced   10
22b5df56   precinct   5
7b6a18a2   preciou   4
252ff96b   precipit   3
537712df   precis   20
69f499d6   preclud   1
fddc2245   precondit   3
9123164e   predat   3
78381c4d   predawn   1
cb95226a   predecessor   10
121fb461   predgrag   4
475be32e   predica   1
5ceb3775   predict   60
8030c96c   predominantli   1
3bd1b185   predrag   1
d32b770f   prefabr   1
84160512   prefer   19
67fda722   pregam   1
35c3442e   pregnanc   1
4048127c   pregnant   5
71cd645d   prejud   2
0d8a822e   prejudg   2
1b47a859   prejudic   2
f59485cc   preliminari   25
6326b759   prelud   2
f6facda3   prematur   6
d9ca0907   premedit   6
79f804d5   premis   2
2be6efcb   premium   1
3c478d4f   premonit   1
296823e1   preoccupi   2
37ccd17b   preordain   1
3399bab4   prepackag   1
4f14784e   prepar   145
ba6d6c7b   preparatori   1
c807053b   preplan   3
eb18baf1   preposit   1
ae018379   prerog   2
dd51c517   presag   3
365efdf8   prescrib   3
dd080aa0   prescript   11
e2c625d8   presenc   43
974d738a   present   69
118fcc5c   preserv   14
c7853077   presevo   1
5634ce90   presid   1923
1834345e   presiden   1
2d5d1388   presidenti   330
6f914aeb   press   141
7e40e9a6   pressman   1
d5a45e61   pressur   90
b3aabce0   prestig   1
aae39846   prestigi   1
b13d3a6d   presum   40
cb73d5c7   presumpt   1
dba2c90d   preteen   1
8c68e0da   pretend   5
49977663   pretext   2
24cd2ca9   pretti   51
8b615f70   prevail   24
259beb2a   prevent   69
5977acd6   preview   2
6a9194f5   previou   35
1787ec56   previous   30
41920547   pri   10
b70d2560   prianka   1
e472194e   pribicev   1
9a4a2ba4   price   33
01ccfaf6   pricei   1
e034e493   pride   14
055e727a   priest   15
300efc80   primari   20
7e2ba5ef   primarili   1
6eb6b5cb   prime   151
737c5c4e   primit   1
0fa4d8a3   princ   13
219d08c2   princeton   3
bd491065   princip   6
440d7783   principl   21
9035965e   prinosil   6
7a2f8ef1   print   5
14a31139   prior   15
1f97e2b3   prioriti   47
679e7506   priscilla   1
33310f85   prisilla   1
29898ddf   prison   475
d8b25131   prissila   1
8a7a13c5   pristavkin   6
bcd2218d   pristina   9
38533d2c   privaci   4
e06632d5   privat   67
98aa4b16   privi   1
011a21ae   privileg   9
5146689b   priyanka   1
07532bec   prize   15
aea8e35d   proactiv   1
b0d4eed0   probabl   75
5078350f   probat   7
5460e172   probe   36
56ff693c   probiti   1
decd9feb   problem   145
5f734274   problemat   4
88a1f8a0   proce   9
2c44a5de   procedur   38
d96f261a   proceed   23
19c0f7bd   process   133
0e6c3a04   procession   2
2fc7fb56   proclaim   20
d42ed3c4   prod   2
4a5f3c9e   prodigi   1
8da2c50c   produc   43
143de9b2   product   23
ba1551cd   prof   1
ab166f1d   profess   2
ecb9f172   profession   16
57997945   professor   54
cf3a4165   professori   1
d6bf06e8   profil   43
1e891f82   profit   14
56659b50   profound   3
8eb9bdaf   progeni   1
4e536848   progenitor   1
9f7dbf19   program   78
f11a08f5   progress   47
fa602c00   prohibit   7
b2096696   project   33
9d69cf97   projectil   1
b03ba950   prokuplj   1
2c7e50f2   prolifer   1
d60eda07   prolong   8
ceac1065   promila   3
091528ed   promin   28
aa48f490   promis   126
09a7656b   promot   31
5e35fe48   promptli   4
af028dbd   prone   4
5532350f   pronounc   16
aae5d762   proof   13
7883c69b   prop   2
87145c50   propag   1
4d78de72   propaganda   23
486542c2   prope   5
4ffe333e   propel   11
e067b027   propens   1
3585ac4e   proper   14
59c863b0   properli   7
18107a2a   properti   12
c7512bc9   prophet   3
7c180b1d   propon   2
3bf3beeb   proport   3
27cb2e89   proportion   1
df45d760   propos   39
db69aa1e   proposit   7
06b61acf   proprietor   1
9f31c89a   propuls   8
062fed17   proscrib   2
0740fa42   prosecut   42
d5039dcd   prosecutor   96
b17422e4   prospect   26
530295a0   prosper   30
dd73b65b   prosperi   3
54dc55f8   prostat   3
e1446687   prote   1
c7d87758   protect   119
599fdb94   protectionist   1
a6237737   protector   2
d4432648   protest   280
050e63c0   protestor   10
159372ce   protic   3
60c5b9a4   protract   5
8a98be51   proud   16
7c8e9945   proudli   2
eeda9427   prove   52
332e6233   proven   12
1e9a84d3   provid   128
8b4dce7f   providian   1
680ee9a2   provinc   35
6b11d281   provis   7
b762c6fb   provision   4
bd751528   provoc   4
05981d0e   provok   16
7dd38185   prow   1
3deb44d7   prowl   1
7ebd067d   proxi   4
261b61b0   prudenc   2
539037e2   prudent   6
3149140b   pry   5
7f558b6b   psychiatrist   1
696866e9   psychic   6
7aa69b3f   psycholog   4
7a31d12c   psychologist   4
a4b911aa   psychosi   1
44700fdf   ptt   1
f15aac7f   public   223
98a5736a   publicist   1
b0a44c8d   publicli   29
2da1aa5f   publish   37
2740d0a5   puddl   1
a15009cb   pueblo   2
90409a4c   puerto   3
86518548   puf   2
a1d00b90   puff   1
314c444c   pug   1
2adb3b95   pull   168
0633d200   pulpit   1
e7bd65e1   puls   6
5df7ebd1   pulver   1
703f8008   pumahambo   1
514f3f6c   pummel   1
e25a3f3e   pump   13
612677b4   pumpkin   1
b7756f8c   punch   13
7f683055   punctuat   6
1a436748   punctur   9
4e2e0c22   puni   1
4a1da9ed   punish   61
fee8c8df   punit   2
51a8b5bd   puppet   7
ca7031ef   purchas   23
884ace65   purdum   1
c24c3dc8   pure   7
ab65d637   purebr   2
ac77bfc1   purg   3
b416768e   purif   4
37820f1c   purifi   1
f2a4bfe6   purist   1
ee8330c3   puritan   1
2b87acac   puriti   1
ffd9fce9   purpl   4
573ca401   purport   1
d00d5235   purpos   23
00daaa9e   purs   1
53adcff5   pursu   49
edfcdf99   pursuit   1
cd0be92b   push   86
f1f21a94   putawai   1
1e10adac   putin   213
6feee25f   putsch   7
a3353b65   putt   3
9a6083cd   puzzl   8
d8b52d31   pyno   1
87d54be4   pyongyang   1
8fd06f38   pyramid   1
e69a9ac1   pyre   14
9c4f95bf   qadhi   3
586c2957   qaeda   4
7cba8e5e   qaida   4
7315149d   qatar   28
2f74fcb1   qazi   1
80c78c49   qian   1
b4a63bad   quaill   1
bfb2644a   quak   261
8c8e3613   qualif   4
7a074748   qualifi   21
6602e4f8   qualiti   8
0d2f96eb   quang   3
fbfdf321   quantit   1
84268450   quantiti   7
6c2f1690   quantum   5
af896528   quarantin   1
4a07e33a   quarrelsom   2
0a6b0fff   quarten   1
1e2b1286   quarter   39
7350b0b7   quarterback   1
b3863d70   quarterdeck   3
bbb6a75d   quarterfin   33
495d2681   quarterfinalist   4
ac66949c   quartet   1
84aafdde   quash   1
33b73cda   quasi   1
6fc6df40   qud   3
9f719e36   queen   4
7fc84d67   quell   4
f3c4470f   queri   1
8c5882a0   quest   1
f7295361   question   343
ed21840d   queue   1
76732acd   quick   42
d170c6fa   quicker   4
4ee2cdc5   quickli   86
504c63f8   quid   1
1daaa25c   quiet   14
d0ff6d2c   quieter   2
4f6d6613   quietli   13
01f2ab6a   quietud   1
506b62e4   quiglei   15
5b1eea6e   quill   2
682f98fb   quinci   3
3abb9ac7   quinn   25
fce176a7   quip   1
209772b4   quit   73
972c5b6a   quiver   1
2a37fc88   quiz   3
2cacfacd   quizz   1
0e0d946b   quo   1
8907d9c9   quorum   2
8628a451   quot   51
5e7da7f6   quotat   1
960ae363   quotient   1
5f0ee75c   quow   1
d3df3b6b   quran   2
d41f6a86   ra   1
a5ef2b1e   rabitah   2
7e195a30   racak   1
b84487ac   race   260
4db70a82   racial   17
2dbb2459   racicot   2
e6af6836   racism   1
9984b058   racist   1
b2e40990   rack   2
22f986ae   racket   40
ced5d4e8   rackham   1
5c89c317   rad   3
9475895b   radar   15
8a2f184c   radavan   1
17a0782c   raddatz   2
c23a489b   rade   2
38c33d0f   radford   2
ee7f91f4   radiat   3
01f01199   radic   32
8bdd41b8   radicor   1
656b1dac   radio   104
5cc1edd5   radioact   1
b3c2a593   radioprograma   7
9d8a3b64   radoman   3
bcff1327   radov   2
5cd31d75   radovan   3
6e247369   rafael   2
114933df   rafiq   1
0a626a73   raft   4
ff89dc02   rafter   76
edf48860   raftogi   3
85af801a   rag   6
1165a3e9   rage   12
5b147715   rahman   3
8f0f0e26   rai   14
5284fc82   raid   11
ea69f4a4   rail   2
44df4f5a   railroad   5
b87ee522   railwai   6
845276ad   rain   33
3a7c3daf   raincoat   2
0e222b89   raini   8
fbe818da   rainstorm   2
270faad0   rais   119
0ba8bfe2   raiser   17
56294d2b   raj   2
aaba8228   rajan   1
ecbc8bf9   rajasthan   4
0cb7194b   rajat   3
a05d860c   rajendrakumar   2
14108d0d   rajesh   4
9aa2632f   ralli   195
c5469ff4   ralph   12
53790a35   ram   14
90ce1dd0   rama   4
7fdec75a   ramadan   4
34b68be7   ramallah   7
30ea502d   rambhai   3
5bbfa35b   rambo   60
7fee0f11   ramesh   3
12e945a0   ramirez   13
183597f5   ramiy   1
9a6e93ec   ramo   1
5708cd98   ramp   8
3580d382   rampag   6
544b98a9   rampal   9
7e4718a9   rampant   10
e544cbf0   ramshackl   1
d4046e67   ramstein   29
8a5f4938   ran   43
60de6a00   ranad   3
0bdb9495   ranch   3
a8e95408   rancher   1
4d430dc9   rancor   3
28fa33b5   rand   1
c6b89aa6   randi   21
156258b8   random   6
f1dc70b8   rang   51
76574a94   rangel   1
0c2cd5e4   ranger   1
95477c8d   rank   56
fe2cb99a   rann   1
f0edd9a0   ransom   3
f024d648   rap   2
78803dce   rape   13
68dabe9d   rapid   11
5358dd0b   rapidli   15
541bd3cf   rapist   15
29fc5759   rapproch   4
ca8d0d98   raquel   2
771ecf6e   rare   58
5f77f407   rarer   1
5410da39   rariti   1
78591b8d   rash   1
d1dbce52   rashad   1
839886d8   rashid   2
5c9298a7   rasik   1
2c52d25b   rat   4
d1a1198b   rate   17
0227d4ba   rath   1
4ed9d221   rathod   1
1a535e93   ratif   2
94719649   ratifi   4
1fa3800f   ration   5
018089a2   rational   2
1a3d6511   ratko   2
21173b91   ratliff   1
1023976c   ratnal   1
ea7ce0ba   ratnalaswami   1
f8bdf0b1   rattl   8
8f14c3b9   raucou   4
f154661e   ravag   13
57858b79   raven   6
1614cc7e   ravenel   2
ace7e7b6   ravin   5
f5749156   raw   3
2e3bd1a4   rawalpindi   1
b0fd5fe2   raymond   6
071724ff   raznatov   1
3ace8b23   razor   3
a4c283f3   razzano   7
bf74af91   rd   22
85c4ebdf   rdp   1
ebff69d6   rdr   10
a3b4afe2   reach   212
548588ec   reachabl   4
b7f4b29b   react   9
8980b184   reaction   18
b5530830   reactionari   1
533369e0   reactor   8
1c75d60f   read   59
673c2023   reader   3
6ed7a1d1   readi   63
107f21a6   reaffirm   4
53a8701d   reagan   9
a498de29   real   85
bb534fd5   realist   4
62705c9f   realiti   20
1cd781c4   realiz   34
c0caee12   realli   154
d300a5bf   reappear   2
dee34159   rear   40
beaf803b   rearrest   1
cb2e0668   reason   116
5893f97c   reassert   2
8102a7b0   reassess   1
e679c35c   reassum   1
2b1f9d28   reassur   6
afef2e6d   rebecca   1
50881416   rebel   24
921c6ffd   rebelli   1
b15b34d5   rebellion   7
314a34f1   rebirth   1
52b4373b   rebound   7
26e90a25   rebroadcast   2
95c5cf29   rebuf   1
8118fb72   rebuff   1
79a90c3d   rebuild   25
09721d71   rebuilt   1
46430218   rebuk   3
861fc11f   reburi   3
83fdcb87   rebutt   1
7e05e852   recal   18
a7a74482   recalcitr   1
165ba57b   recant   8
6a45f52b   recap   1
efad0d0a   recaptur   6
6fc9c431   reced   4
cfc13910   receipt   7
1eac8a42   receiv   159
ed8e0803   recept   6
876ed9ea   receptionist   2
3b81a46f   recess   1
6a057377   recipi   4
e470b9b2   recit   1
5aaa53c7   reckon   5
a895a31d   reclaim   6
22f66f85   reclus   3
145b794a   recogn   60
a474d9c7   recognit   5
90a0806d   recomm   1
847e2714   recommend   57
e4c2f434   recon   1
723a3880   reconcil   1
3de4ad6e   reconcili   30
3f03648c   reconnaiss   2
ba1fbabb   reconsid   2
a4e43b68   reconstitut   2
516bedf2   reconstruct   9
a4f69fe2   record   105
af082b3e   recount   33
2cf4ed5e   recov   202
30882275   recoveri   64
ec9e4030   recreat   9
599dec34   recrimin   1
ce1582a7   recruit   15
cd0f1bb3   rectifi   1
93010aa8   rector   1
77da5068   recuper   3
bec40277   recur   2
2095f6a4   recurr   5
f5a8e752   red   105
9493e495   redcross   1
ab6f413c   reddish   1
fa8ecf34   reded   1
9f203ef6   redeem   2
4ddd8fcb   redefin   2
c758b8ec   redempt   1
b1491dd7   redesign   1
b553e0fd   redesignwo   1
d8f69d63   redford   1
9885255b   rediscov   1
8b6e2f7c   redistrict   1
e1e04765   redress   1
91ee0bf4   redskin   1
ec45d93a   reduc   31
367cba60   reduct   2
526d641f   reebok   1
b0f604c7   reeca   1
cf531b54   reeker   12
0db9fa6c   reel   1
dea03ab3   reemerg   1
b0124dd3   reenerg   1
352355b3   reenter   1
abb4610f   reev   1
5fe20544   reexamin   1
3641e961   refer   73
36f915b1   referendum   9
d96398d7   refin   1
9849babe   refineri   4
